"Name","Value","ARCHIVE","SPONLY","GAMEDLL","CHEAT","USERINFO","NOTIFY","PROTECTED","PRINTABLEONLY","UNLOGGED","NEVER_AS_STRING","REPLICATED","DEMO","DONTRECORD","SERVER_CAN_EXECUTE","CLIENTCMD_CAN_EXECUTE","CLIENTDLL",,"Help Text"
"_resetgamestats","cmd",,,,,,,,,,,,,,,,,,"Erases current game stats and writes out a blank stats file"
"_restart","cmd",,,,,,,,,,,,,,,,,,"Shutdown and restart the engine."
"achievement_debug","0       ",,,"GAMEDLL","CHEAT",,,,,,,"REPLICATED",,,,,,,"Turn on achievement debug msgs."
"add","cmd",,,,,,,,,,,,,,,,,,"Usage: add <arena number/arena name>. Add to an arena."
"addip","cmd",,,,,,,,,,,,,,,,,,"Add an IP address to the ban list."
"ai_auto_contact_solver","1       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_block_damage","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_debug_assault","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_debug_avoidancebounds","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_debug_directnavprobe","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_debug_doors","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_debug_dyninteractions","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,"Debug the NPC dynamic interaction system."
"ai_debug_efficiency","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_debug_enemies","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_debug_expressions","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,"Show random expression decisions for NPCs."
"ai_debug_follow","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_debug_loners","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_debug_looktargets","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_debug_los","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,"NPC Line-Of-Sight debug mode. If 1, solid entities that block NPC LOC will be highlighted with white bounding boxes. If 2, it'l"
"ai_debug_nav","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_debug_node_connect","cmd",,,,,,,,,,,,,,,,,,"Debug the attempted connection between two nodes"
"ai_debug_ragdoll_magnets","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_debug_shoot_positions","0       ",,,"GAMEDLL","CHEAT",,,,,,,"REPLICATED",,,,,,,""
"ai_debug_speech","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_debug_squads","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_debug_think_ticks","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_debugscriptconditions","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_default_efficient","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_drawbattlelines","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,""
"ai_drop_hint","cmd",,,,,,,,,,,,,,,,,,"Drop an ai_hint at the player's current eye position."
"ai_dump_hints","cmd",,,,,,,,,,,,,,,,,,""
"ai_efficiency_override","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_enable_fear_behavior","1       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_expression_frametime","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,"Maximum frametime to still play background expressions."
"ai_expression_optimization","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,"Disable npc background expressions when you can't see them."
"ai_fear_player_dist","720     ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_find_lateral_cover","1       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_find_lateral_los","1       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_follow_use_points","1       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_follow_use_points_when_moving","1       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_force_serverside_ragdoll","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_frametime_limit","50      ",,,"GAMEDLL",,,,,,,,,,,,,,,"frametime limit for min efficiency AIE_NORMAL (in sec's)."
"ai_inhibit_spawners","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,""
"ai_lead_time","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_LOS_mode","0       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,""
"ai_moveprobe_debug","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_moveprobe_jump_debug","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_moveprobe_usetracelist","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_navigator_generate_spikes","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_navigator_generate_spikes_strength","8       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_no_local_paths","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_no_node_cache","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
"ai_no_select_box","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,""
